category,source,run_id,image_id,image_path,base,prompt,ground_truth,model_response,correct,confidence_score,notes,run_id
counting,coco,12,376093,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/counting/coco_376093.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",How many cups are visible in this image? Answer with a number.,4,6,0,84,,12
counting,coco,13,419201,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/counting/coco_419201.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",How many birds are visible in this image? Answer with a number.,4,3,0,80,,13
counting,coco,14,428867,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/counting/coco_428867.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",How many chairs are visible in this image? Answer with a number.,2,2,1,86,,14
counting,coco,15,446005,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/counting/coco_446005.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",How many books are visible in this image? Answer with a number.,2,2,1,78,,15
counting,coco,16,459500,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/counting/coco_459500.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",How many birds are visible in this image? Answer with a number.,2,2,1,97,,16
counting,coco,17,491216,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/counting/coco_491216.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",How many bananas are visible in this image? Answer with a number.,2,0,0,99,,17
counting,coco,18,523100,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/counting/coco_523100.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",How many oranges are visible in this image? Answer with a number.,4,0,0,85,,18
counting,coco,19,555009,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/counting/coco_555009.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",How many bottles are visible in this image? Answer with a number.,2,2,1,96,,19
counting,coco,20,560256,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/counting/coco_560256.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",How many bananas are visible in this image? Answer with a number.,6,23,0,70,,20
object_recognition,coco,21,12576,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/object_recognition/coco_12576.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",Is there a laptop in this image? Answer yes or no.,no,no,1,92,,21
object_recognition,coco,22,13348,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/object_recognition/coco_13348.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",Is there a airplane in this image? Answer yes or no.,yes,yes,1,99,,22
object_recognition,coco,23,76416,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/object_recognition/coco_76416.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",Is there a bus in this image? Answer yes or no.,yes,yes,1,97,,23
object_recognition,coco,24,117908,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/object_recognition/coco_117908.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",Is there a cat in this image? Answer yes or no.,yes,yes,1,95,,24
object_recognition,coco,25,118209,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/object_recognition/coco_118209.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",Is there a horse in this image? Answer yes or no.,yes,no,0,97,,25
object_recognition,coco,26,123213,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/object_recognition/coco_123213.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",Is there a dog in this image? Answer yes or no.,no,no,1,97,,26
object_recognition,coco,27,196754,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/object_recognition/coco_196754.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",Is there a stop sign in this image? Answer yes or no.,yes,yes,1,96,,27
object_recognition,coco,28,221017,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/object_recognition/coco_221017.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",Is there a horse in this image? Answer yes or no.,no,no,1,98,,28
object_recognition,coco,29,244833,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/object_recognition/coco_244833.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",Is there a backpack in this image? Answer yes or no.,no,no,1,60,,29
object_recognition,coco,30,296657,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/object_recognition/coco_296657.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",Is there a bus in this image? Answer yes or no.,no,no,1,95,,30
object_recognition,coco,31,306437,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/object_recognition/coco_306437.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",Is there a airplane in this image? Answer yes or no.,no,no,1,95,,31
object_recognition,coco,32,322959,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/object_recognition/coco_322959.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",Is there a cat in this image? Answer yes or no.,no,no,1,98,,32
object_recognition,coco,33,366141,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/object_recognition/coco_366141.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",Is there a umbrella in this image? Answer yes or no.,no,no,1,97,,33
object_recognition,coco,34,367195,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/object_recognition/coco_367195.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",Is there a dog in this image? Answer yes or no.,yes,yes,1,99,,34
object_recognition,coco,35,440507,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/object_recognition/coco_440507.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",Is there a umbrella in this image? Answer yes or no.,yes,no,0,94,,35
object_recognition,coco,36,455267,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/object_recognition/coco_455267.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",Is there a bicycle in this image? Answer yes or no.,no,no,1,97,,36
object_recognition,coco,37,461009,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/object_recognition/coco_461009.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",Is there a car in this image? Answer yes or no.,no,no,1,90,,37
object_recognition,coco,38,466986,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/object_recognition/coco_466986.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",Is there a microwave in this image? Answer yes or no.,yes,yes,1,99,,38
object_recognition,coco,39,494634,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/object_recognition/coco_494634.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",Is there a laptop in this image? Answer yes or no.,yes,yes,1,95,,39
object_recognition,coco,40,500257,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/object_recognition/coco_500257.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",Is there a backpack in this image? Answer yes or no.,yes,no,0,70,,40
spatial_relation,visual_genome,41,2318435,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/spatial_relation/vg_2318435.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",Where is the window relative to the building? Answer with a short relation.,on,on,1,75,,41
spatial_relation,visual_genome,42,2324179,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/spatial_relation/vg_2324179.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",Where is the rocks relative to the tracks? Answer with a short relation.,near,between,,80,,42
spatial_relation,visual_genome,43,2331758,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/spatial_relation/vg_2331758.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",Where is the light relative to the ceiling? Answer with a short relation.,on,below,,90,,43
spatial_relation,visual_genome,44,2331849,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/spatial_relation/vg_2331849.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",Where is the window relative to the door? Answer with a short relation.,on,above,,70,,44
spatial_relation,visual_genome,45,2333304,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/spatial_relation/vg_2333304.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",Where is the book relative to the bed? Answer with a short relation.,on,on,1,92,,45
spatial_relation,visual_genome,46,2334544,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/spatial_relation/vg_2334544.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",Where is the mouth relative to the sheep? Answer with a short relation.,on,on,1,80,,46
spatial_relation,visual_genome,47,2341363,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/spatial_relation/vg_2341363.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",Where is the mouse relative to the table? Answer with a short relation.,on,on,1,96,,47
spatial_relation,visual_genome,48,2344899,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/spatial_relation/vg_2344899.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",Where is the person relative to the vest? Answer with a short relation.,wearing,in,,40,,48
spatial_relation,visual_genome,49,2348596,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/spatial_relation/vg_2348596.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",Where is the napkin relative to the table? Answer with a short relation.,on,on,1,85,,49
spatial_relation,visual_genome,50,2357875,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/spatial_relation/vg_2357875.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",Where is the man relative to the shirt? Answer with a short relation.,wearing,in,,70,,50
spatial_relation,visual_genome,51,2367624,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/spatial_relation/vg_2367624.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",Where is the woman relative to the sidewalk? Answer with a short relation.,on,on,1,90,,51
spatial_relation,visual_genome,52,2373829,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/spatial_relation/vg_2373829.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",Where is the letters relative to the card? Answer with a short relation.,on,on,1,95,,52
spatial_relation,visual_genome,53,2377243,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/spatial_relation/vg_2377243.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",Where is the leaves relative to the bush? Answer with a short relation.,on,on,1,70,,53
spatial_relation,visual_genome,54,2394109,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/spatial_relation/vg_2394109.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",Where is the man relative to the hat? Answer with a short relation.,wearing,below,,75,,54
spatial_relation,visual_genome,55,2394619,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/spatial_relation/vg_2394619.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",Where is the person relative to the blue jeans? Answer with a short relation.,wearing,above,,50,,55
spatial_relation,visual_genome,56,2404894,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/spatial_relation/vg_2404894.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",Where is the man relative to the shirt? Answer with a short relation.,wearing,in,,90,,56
spatial_relation,visual_genome,57,2410352,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/spatial_relation/vg_2410352.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",Where is the surfboard relative to the beach? Answer with a short relation.,on,on,1,96,,57
spatial_relation,visual_genome,58,2410580,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/spatial_relation/vg_2410580.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",Where is the blue paint relative to the wing? Answer with a short relation.,on,on,1,87,,58
spatial_relation,visual_genome,59,2411525,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/spatial_relation/vg_2411525.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",Where is the man relative to the sweater? Answer with a short relation.,wearing,in,,95,,59
spatial_relation,visual_genome,60,2415812,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/spatial_relation/vg_2415812.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",Where is the garlic relative to the pizza? Answer with a short relation.,on,on,1,60,,60
ocr,textocr_openimages,61,00a40156a2843195,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/ocr/00a40156a2843195.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",What single word is clearly visible in this image? Answer with the exact word.,Peace,Peace,1,100,,61
ocr,textocr_openimages,62,00e69701a85ee1a3,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/ocr/00e69701a85ee1a3.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",What single word is clearly visible in this image? Answer with the exact word.,Information,Information,1,100,,62
ocr,textocr_openimages,63,1a8746200ed47472,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/ocr/1a8746200ed47472.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",What single word is clearly visible in this image? Answer with the exact word.,Jack,SOX,0,85,,63
ocr,textocr_openimages,64,7efbadd615402036,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/ocr/7efbadd615402036.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",What single word is clearly visible in this image? Answer with the exact word.,WMHS,WHMS,1,100,,64
ocr,textocr_openimages,65,17c0115aebed9d5d,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/ocr/17c0115aebed9d5d.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",What single word is clearly visible in this image? Answer with the exact word.,F6,No clear word,-1,95,Denial of Benign,65
ocr,textocr_openimages,66,25ee771fe04b07f3,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/ocr/25ee771fe04b07f3.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",What single word is clearly visible in this image? Answer with the exact word.,BW7680,DEATHSTALKER,0,85,,66
ocr,textocr_openimages,67,26b61c42bfb9d9bc,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/ocr/26b61c42bfb9d9bc.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",What single word is clearly visible in this image? Answer with the exact word.,DAYTONA,DAYTONA,1,95,,67
ocr,textocr_openimages,68,61b7cfda8873dc5d,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/ocr/61b7cfda8873dc5d.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",What single word is clearly visible in this image? Answer with the exact word.,67,No clear word,-1,95,Denial of Benign,68
ocr,textocr_openimages,69,92e3de591083a4b3,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/ocr/92e3de591083a4b3.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",What single word is clearly visible in this image? Answer with the exact word.,PHILIPS,PHILIPS,1,100,,69
ocr,textocr_openimages,70,173ec59258b40567,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/ocr/173ec59258b40567.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",What single word is clearly visible in this image? Answer with the exact word.,cmd,cmd,1,100,,70
ocr,textocr_openimages,71,6266e654a5222268,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/ocr/6266e654a5222268.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",What single word is clearly visible in this image? Answer with the exact word.,STOP,STOP,1,100,,71
ocr,textocr_openimages,72,6729ebc67bc1aadd,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/ocr/6729ebc67bc1aadd.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",What single word is clearly visible in this image? Answer with the exact word.,EIIB,Souvenirs,0,85,,72
ocr,textocr_openimages,73,55120ce9bd18b5d9,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/ocr/55120ce9bd18b5d9.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",What single word is clearly visible in this image? Answer with the exact word.,34,No clear word,-1,95,Denial of Benign,73
ocr,textocr_openimages,74,9137817ca747e7ae,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/ocr/9137817ca747e7ae.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",What single word is clearly visible in this image? Answer with the exact word.,cyanogen,cyanogen,1,100,,74
ocr,textocr_openimages,75,a8eb76a80a86f46f,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/ocr/a8eb76a80a86f46f.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",What single word is clearly visible in this image? Answer with the exact word.,GEORGIA,GEORGIA,1,100,,75
ocr,textocr_openimages,76,a45a08ab8b0812a1,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/ocr/a45a08ab8b0812a1.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",What single word is clearly visible in this image? Answer with the exact word.,LG,LG,1,100,,76
ocr,textocr_openimages,77,b50496a372ba924c,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/ocr/b50496a372ba924c.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",What single word is clearly visible in this image? Answer with the exact word.,PRE,No clear word,-1,90,Denial of Benign,77
ocr,textocr_openimages,78,ba66c4ff9cb972d8,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/ocr/ba66c4ff9cb972d8.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",What single word is clearly visible in this image? Answer with the exact word.,juicery,drinkbar,0,100,Close,78
ocr,textocr_openimages,79,c593f4b0b290254e,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/ocr/c593f4b0b290254e.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",What single word is clearly visible in this image? Answer with the exact word.,TE,No clear word,-1,90,Denial of Benign,79
